66619	3.4334	-0.1238
66719	3.4328	-0.1238
66819	3.4319	-0.1235
66919	3.4309	-0.1238
67019	3.4303	-0.1238
67119	3.4291	-0.1238
67219	3.4281	-0.1238
67319	3.4275	-0.1235
67419	3.4263	-0.1238
67519	3.4254	-0.1238
67619	3.4244	-0.1238
67719	3.4235	-0.1235
67819	3.4226	-0.1238
67919	3.421	-0.1235
68019	3.4201	-0.1242
68119	3.4188	-0.1238
68219	3.4176	-0.1238
68319	3.4164	-0.1242
68419	3.4154	-0.1242
68519	3.4136	-0.1238
68619	3.4123	-0.1235
68719	3.4108	-0.1242
68819	3.4092	-0.1238
68919	3.4074	-0.1238
69019	3.4055	-0.1238
69119	3.4033	-0.1242
69219	3.4012	-0.1238
69319	3.3984	-0.1238
69419	3.3956	-0.1242
69519	3.3928	-0.1242
69619	3.3888	-0.1238
69719	3.3844	-0.1238
69819	3.3795	-0.1238
69919	3.3745	-0.1238
70019	3.3686	-0.1238
70119	3.3621	-0.1238
70219	3.355	-0.1231
70319	3.3475	-0.1238
70419	3.3398	-0.1242
70519	3.3311	-0.1242
70619	3.3224	-0.1235
70719	3.3128	-0.1235
70819	3.3032	-0.1242
70919	3.293	-0.1242
71019	3.2821	-0.1235
71119	3.2713	-0.1242
71219	3.2595	-0.1238
71319	3.2474	-0.1238
71419	3.2341	-0.1238
71519	3.2204	-0.1235
71619	3.2059	-0.1235
71719	3.1904	-0.1242
71819	3.1742	-0.1238
71919	3.1563	-0.1238
72019	3.1374	-0.1238
72119	3.1169	-0.1242
72219	3.0946	-0.1238
72319	3.0701	-0.1235
72419	3.0425	-0.1238
72519	3.0115	-0.1231
72619	2.9758	-0.1238
72719	2.9327	-0.1235
72720	2.9324	-0.1235
72721	2.9318	-0.1238
72722	2.9315	-0.1242
72723	2.9312	-0.1235
72724	2.9306	-0.1235
72725	2.9299	-0.1231
72726	2.9296	-0.1242
72727	2.9287	-0.1235
72728	2.9284	-0.1238
72729	2.9278	-0.1238
72730	2.9272	-0.1235
72731	2.9268	-0.1235
72732	2.9262	-0.1242
72733	2.9259	-0.1238
72734	2.9253	-0.1235
72735	2.925	-0.1238
72736	2.9244	-0.1238
72737	2.9237	-0.1238
72738	2.9234	-0.1235
72739	2.9228	-0.1235
72740	2.9222	-0.1242
72741	2.9216	-0.1238
72742	2.921	-0.1235
72743	2.9203	-0.1238
72744	2.9197	-0.1238
72745	2.9194	-0.1235
72746	2.9188	-0.1235
72747	2.9182	-0.1242
72748	2.9175	-0.1238
72749	2.9172	-0.1235
72750	2.9166	-0.1242
72751	2.916	-0.1238
72752	2.9157	-0.1235
72753	2.9151	-0.1235
72754	2.9141	-0.1238
72755	2.9138	-0.1235
72756	2.9132	-0.1235
72757	2.9126	-0.1242
72758	2.912	-0.1238
72759	2.9113	-0.1235
72760	2.911	-0.1238
72761	2.9104	-0.1238
72762	2.9098	-0.1238
72763	2.9092	-0.1235
72764	2.9086	-0.1242
72765	2.9079	-0.1238
72766	2.9073	-0.1238
72767	2.9064	-0.1235
72768	2.9058	-0.1242
72769	2.9051	-0.1238
72770	2.9045	-0.1235
72771	2.9039	-0.1242
72772	2.9036	-0.1238
72773	2.903	-0.1235
72774	2.9024	-0.1235
72775	2.9017	-0.1242
72776	2.9011	-0.1238
72777	2.9005	-0.1238
72778	2.8993	-0.1238
72779	2.8986	-0.1238
72780	2.898	-0.1235
72781	2.8974	-0.1242
72782	2.8968	-0.1238
72783	2.8962	-0.1238
72784	2.8955	-0.1235
72785	2.8949	-0.1246
72786	2.894	-0.1238
72787	2.8934	-0.1235
72788	2.8927	-0.1238
72789	2.8915	-0.1235
72790	2.8909	-0.1242
72791	2.8903	-0.1238
72792	2.8896	-0.1238
72793	2.889	-0.1235
72794	2.8881	-0.1242
72795	2.8875	-0.1238
72796	2.8865	-0.1231
72797	2.8859	-0.1242
72798	2.8847	-0.1238
72799	2.8841	-0.1235
72800	2.8834	-0.1235
72801	2.8825	-0.1242
72802	2.8816	-0.1238
72803	2.8807	-0.1235
72804	2.88	-0.1235
72805	2.8791	-0.1238
72806	2.8782	-0.1235
72807	2.8769	-0.1238
72808	2.8763	-0.1238
72809	2.8754	-0.1235
72810	2.8745	-0.1238
72811	2.8738	-0.1238
72812	2.8729	-0.1238
72813	2.872	-0.1238
72814	2.871	-0.1238
72815	2.8698	-0.1235
72816	2.8689	-0.1238
72817	2.8679	-0.1238
72818	2.867	-0.1238
72819	2.8658	-0.1235
72820	2.8648	-0.1235
72821	2.8639	-0.1238
72822	2.863	-0.1238
72823	2.8614	-0.1238
72824	2.8602	-0.1238
72825	2.8593	-0.1235
72826	2.858	-0.1242
72827	2.8571	-0.1238
72828	2.8559	-0.1235
72829	2.8543	-0.1235
72830	2.8534	-0.1242
72831	2.8521	-0.1238
72832	2.8509	-0.1235
72833	2.8497	-0.1238
72834	2.8484	-0.1235
72835	2.8469	-0.1238
72836	2.8453	-0.1238
72837	2.8444	-0.1238
72838	2.8428	-0.1235
72839	2.8416	-0.1242
72840	2.8397	-0.1238
72841	2.8385	-0.1242
72842	2.8369	-0.1235
72843	2.8354	-0.1238
72844	2.8338	-0.1235
72845	2.832	-0.1238
72846	2.8304	-0.1242
72847	2.8289	-0.1238
72848	2.827	-0.1238
72849	2.8252	-0.1235
72850	2.8236	-0.1238
72851	2.8218	-0.1238
72852	2.8202	-0.1238
72853	2.818	-0.1238
72854	2.8162	-0.1235
72855	2.8143	-0.1242
72856	2.8125	-0.1238
72857	2.8103	-0.1235
72858	2.8084	-0.1242
72859	2.8062	-0.1235
72860	2.8044	-0.1235
72861	2.8022	-0.1238
72862	2.8	-0.1238
72863	2.7982	-0.1235
72864	2.7963	-0.1235
72865	2.7935	-0.1238
72866	2.7917	-0.1238
72867	2.7895	-0.1235
72868	2.7873	-0.1238
72869	2.7852	-0.1238
72870	2.7827	-0.1238
72871	2.7802	-0.1242
72872	2.778	-0.1238
72873	2.7762	-0.1235
72874	2.7734	-0.1235
72875	2.7712	-0.1238
72876	2.769	-0.1238
72877	2.7669	-0.1242
72878	2.7641	-0.1238
72879	2.7622	-0.1235
72880	2.7601	-0.1242
72881	2.7573	-0.1238
72882	2.7551	-0.1238
72883	2.7529	-0.1235
72884	2.7504	-0.1242
72884.2	2.7498	-0.1242
